Date,SPY
2016-05-09 00:00:00-04:00,174.9219970703125
2016-05-10 00:00:00-04:00,177.09693908691406
2016-05-11 00:00:00-04:00,175.4402618408203
2016-05-12 00:00:00-04:00,175.4912109375
2016-05-13 00:00:00-04:00,173.96194458007812
2016-05-16 00:00:00-04:00,175.67813110351562
2016-05-17 00:00:00-04:00,174.03839111328125
2016-05-18 00:00:00-04:00,174.0894317626953
2016-05-19 00:00:00-04:00,173.48619079589844
2016-05-20 00:00:00-04:00,174.58212280273438
2016-05-23 00:00:00-04:00,174.34425354003906
2016-05-24 00:00:00-04:00,176.60414123535156
2016-05-25 00:00:00-04:00,177.80206298828125
2016-05-26 00:00:00-04:00,177.8531036376953
2016-05-27 00:00:00-04:00,178.61767578125
2016-05-31 00:00:00-04:00,178.27783203125
2016-06-01 00:00:00-04:00,178.64317321777344
2016-06-02 00:00:00-04:00,179.1868896484375
2016-06-03 00:00:00-04:00,178.65167236328125
2016-06-06 00:00:00-04:00,179.5607147216797
2016-06-07 00:00:00-04:00,179.8411102294922
2016-06-08 00:00:00-04:00,180.42735290527344
2016-06-09 00:00:00-04:00,180.18093872070312
2016-06-10 00:00:00-04:00,178.47328186035156
2016-06-13 00:00:00-04:00,177.09693908691406
2016-06-14 00:00:00-04:00,176.74862670898438
2016-06-15 00:00:00-04:00,176.50222778320312
2016-06-16 00:00:00-04:00,177.02890014648438
2016-06-17 00:00:00-04:00,176.3697052001953
2016-06-20 00:00:00-04:00,177.50547790527344
2016-06-21 00:00:00-04:00,178.00936889648438
2016-06-22 00:00:00-04:00,177.71900939941406
2016-06-23 00:00:00-04:00,180.0333709716797
2016-06-24 00:00:00-04:00,173.56851196289062
2016-06-27 00:00:00-04:00,170.4599609375
2016-06-28 00:00:00-04:00,173.5343475341797
2016-06-29 00:00:00-04:00,176.48922729492188
2016-06-30 00:00:00-04:00,178.89747619628906
2016-07-01 00:00:00-04:00,179.27325439453125
2016-07-05 00:00:00-04:00,177.98374938964844
2016-07-06 00:00:00-04:00,179.05128479003906
2016-07-07 00:00:00-04:00,178.94020080566406
2016-07-08 00:00:00-04:00,181.604736328125
2016-07-11 00:00:00-04:00,182.24526977539062
2016-07-12 00:00:00-04:00,183.56893920898438
2016-07-13 00:00:00-04:00,183.5433349609375
2016-07-14 00:00:00-04:00,184.56813049316406
2016-07-15 00:00:00-04:00,184.32046508789062
2016-07-18 00:00:00-04:00,184.8157958984375
2016-07-19 00:00:00-04:00,184.6278839111328
2016-07-20 00:00:00-04:00,185.39651489257812
2016-07-21 00:00:00-04:00,184.6962432861328
2016-07-22 00:00:00-04:00,185.524658203125
2016-07-25 00:00:00-04:00,185.02081298828125
2016-07-26 00:00:00-04:00,185.10623168945312
2016-07-27 00:00:00-04:00,184.90977478027344
2016-07-28 00:00:00-04:00,185.1232452392578
2016-07-29 00:00:00-04:00,185.4221649169922
2016-08-01 00:00:00-04:00,185.26840209960938
2016-08-02 00:00:00-04:00,184.08139038085938
2016-08-03 00:00:00-04:00,184.61932373046875
2016-08-04 00:00:00-04:00,184.8157958984375
2016-08-05 00:00:00-04:00,186.3273468017578
2016-08-08 00:00:00-04:00,186.21640014648438
2016-08-09 00:00:00-04:00,186.3273468017578
2016-08-10 00:00:00-04:00,185.86624145507812
2016-08-11 00:00:00-04:00,186.72877502441406
2016-08-12 00:00:00-04:00,186.56651306152344
2016-08-15 00:00:00-04:00,187.1045379638672
2016-08-16 00:00:00-04:00,186.13951110839844
2016-08-17 00:00:00-04:00,186.48963928222656
2016-08-18 00:00:00-04:00,186.90809631347656
2016-08-19 00:00:00-04:00,186.63482666015625
2016-08-22 00:00:00-04:00,186.62628173828125
2016-08-23 00:00:00-04:00,187.00205993652344
2016-08-24 00:00:00-04:00,186.0455780029297
2016-08-25 00:00:00-04:00,185.91746520996094
2016-08-26 00:00:00-04:00,185.5673065185547
2016-08-29 00:00:00-04:00,186.48117065429688
2016-08-30 00:00:00-04:00,186.17373657226562
2016-08-31 00:00:00-04:00,185.64418029785156
2016-09-01 00:00:00-04:00,185.65272521972656
2016-09-02 00:00:00-04:00,186.48963928222656
2016-09-06 00:00:00-04:00,187.05332946777344
2016-09-07 00:00:00-04:00,187.03619384765625
2016-09-08 00:00:00-04:00,186.60919189453125
2016-09-09 00:00:00-04:00,182.1427764892578
2016-09-12 00:00:00-04:00,184.7560272216797
2016-09-13 00:00:00-04:00,182.10006713867188
2016-09-14 00:00:00-04:00,182.0317840576172
2016-09-15 00:00:00-04:00,183.85076904296875
2016-09-16 00:00:00-04:00,183.14002990722656
2016-09-19 00:00:00-04:00,183.1744384765625
2016-09-20 00:00:00-04:00,183.18295288085938
2016-09-21 00:00:00-04:00,185.24295043945312
2016-09-22 00:00:00-04:00,186.4102783203125
2016-09-23 00:00:00-04:00,185.38890075683594
2016-09-26 00:00:00-04:00,183.88682556152344
2016-09-27 00:00:00-04:00,185.02833557128906
2016-09-28 00:00:00-04:00,185.94677734375
2016-09-29 00:00:00-04:00,184.26446533203125
2016-09-30 00:00:00-04:00,185.6549530029297
2016-10-03 00:00:00-04:00,185.20864868164062
2016-10-04 00:00:00-04:00,184.26446533203125
2016-10-05 00:00:00-04:00,185.0799102783203
2016-10-06 00:00:00-04:00,185.20864868164062
2016-10-07 00:00:00-04:00,184.57347106933594
2016-10-10 00:00:00-04:00,185.53482055664062
2016-10-11 00:00:00-04:00,183.19158935546875
2016-10-12 00:00:00-04:00,183.43190002441406
2016-10-13 00:00:00-04:00,182.8311004638672
2016-10-14 00:00:00-04:00,182.92543029785156
2016-10-17 00:00:00-04:00,182.29029846191406
2016-10-18 00:00:00-04:00,183.43190002441406
2016-10-19 00:00:00-04:00,183.921142578125
2016-10-20 00:00:00-04:00,183.5778350830078
2016-10-21 00:00:00-04:00,183.66366577148438
2016-10-24 00:00:00-04:00,184.44473266601562
2016-10-25 00:00:00-04:00,183.82675170898438
2016-10-26 00:00:00-04:00,183.45762634277344
2016-10-27 00:00:00-04:00,182.96841430664062
2016-10-28 00:00:00-04:00,182.42764282226562
2016-10-31 00:00:00-04:00,182.436279296875
2016-11-01 00:00:00-04:00,181.1144561767578
2016-11-02 00:00:00-04:00,180.02438354492188
2016-11-03 00:00:00-04:00,179.20034790039062
2016-11-04 00:00:00-04:00,179.00296020507812
2016-11-07 00:00:00-05:00,182.95126342773438
2016-11-08 00:00:00-05:00,183.7752685546875
2016-11-09 00:00:00-05:00,185.72357177734375
2016-11-10 00:00:00-05:00,186.18711853027344
2016-11-11 00:00:00-05:00,185.75794982910156
2016-11-14 00:00:00-05:00,185.90386962890625
2016-11-15 00:00:00-05:00,187.3544464111328
2016-11-16 00:00:00-05:00,187.00254821777344
2016-11-17 00:00:00-05:00,187.96383666992188
2016-11-18 00:00:00-05:00,187.5432891845703
2016-11-21 00:00:00-05:00,188.95947265625
2016-11-22 00:00:00-05:00,189.3285675048828
2016-11-23 00:00:00-05:00,189.43161010742188
2016-11-25 00:00:00-05:00,190.13543701171875
2016-11-28 00:00:00-05:00,189.2427520751953
2016-11-29 00:00:00-05:00,189.6118621826172
2016-11-30 00:00:00-05:00,189.156982421875
2016-12-01 00:00:00-05:00,188.46165466308594
2016-12-02 00:00:00-05:00,188.5560760498047
2016-12-05 00:00:00-05:00,189.6890869140625
2016-12-06 00:00:00-05:00,190.2898712158203
2016-12-07 00:00:00-05:00,192.77902221679688
2016-12-08 00:00:00-05:00,193.25111389160156
2016-12-09 00:00:00-05:00,194.41842651367188
2016-12-12 00:00:00-05:00,194.19525146484375
2016-12-13 00:00:00-05:00,195.49136352539062
2016-12-14 00:00:00-05:00,193.87765502929688
2016-12-15 00:00:00-05:00,194.6759490966797
2016-12-16 00:00:00-05:00,194.2952117919922
2016-12-19 00:00:00-05:00,194.7182159423828
